license_number,ice_citation_count,first_citation,last_citation,repeat_violations,warnings_issued,corrected_onsite,mold_black,mold_pink,scoop_issue,bin_soiled,latest_observation,latest_citation_date,business_name,city,days_since_citation
6216874,2,2025-07-29,2026-01-06,1,0,0,1,0,0,1,"Basic - Dead roaches on premises.
One dead cockroach under single service storage in back area.
One dead cockroach behind bag in the box soda tower.",2026-01-06,THE BOXER,CLEARWATER BEACH,129
6216877,1,2026-02-24,2026-02-24,0,0,0,1,1,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine soiled with black, pink, and yellow substance.",2026-02-24,LA V,ST. PETERSBURG,80
6216878,2,2025-12-10,2026-02-10,0,3,0,0,0,1,0,"Basic - - From initial inspection : Basic - Clean glasses, cups, bowls, plates, pots and pans not stored inverted or in a protected manner. Ice bucket not stored inverted next to ice machine.  **Warning**     - From follow-up inspection 2026-02-10:  **Time Extended**",2026-02-10,CS KOBE & ITALIAN,CLEARWATER,94
6216890,1,2025-09-03,2025-09-03,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Soiled with black mold like substance.",2025-09-03,FLIPPERS PIZZERIA #20 LLC,ST PETERSBURG,254
6216904,1,2025-11-21,2025-11-21,1,0,0,0,0,0,0,Basic - Floor area(s) covered with standing water. Standing water on floor next to ice machine by dish machine. **Repeat Violation**,2025-11-21,MUGS@ICOT,CLEARWATER,175
6216908,1,2025-12-22,2025-12-22,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Observed a mold like substance on white plastic shield in ice machine bin at time of inspection.,2025-12-22,HOT TUNA SUSHI BAR AND GRILLE,OLDSMAR,144
6216909,8,2025-12-02,2026-02-11,2,23,3,12,0,2,6,"Basic - - From initial inspection : Basic - Floor area(s) covered with standing water.
-in bar area between ice machine and dish machine  **Repeat Violation** **Warning**     - From follow-up inspection 2026-02-11:  **Time Extended**",2026-02-11,STARLITE CRUISES,SOUTH PASADENA,93
6216919,1,2025-09-30,2025-09-30,1,0,1,1,0,0,1,"Basic - Equipment and utensils not properly air-dried - wet nesting.
Clear plastic cups wet nesting next to soda machine dispenser next to ice machine. Chef sent back cups to be washed and sanitized again to allow them to air dry.  **Corrected On-Site**",2025-09-30,TAP ROOM,ST. PETERSBURG,227
6216922,1,2025-11-07,2025-11-07,0,2,0,1,0,0,1,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust.
-exterior of ice machine and ice bins behind front counter soiled with debris and mold like substance. **Warning**",2025-11-07,DUNKIN DONUTS,KENNETH CITY,189
6216929,2,2025-08-06,2026-01-07,1,0,1,2,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Ice machine next to walk in cooler. Plastic plate. **Corrected On-Site** **Repeat Violation**",2026-01-07,BENEDICTS,LARGO,128
6216949,1,2025-07-23,2025-07-23,0,0,0,0,0,1,0,"Basic - In-use ice scoop stored on soiled surface between uses.
Ice scoop stored in cardboard box , 10th floor.",2025-07-23,JIMMY'S CROW'S NEST,CLEARWATER,296
6216971,1,2026-01-06,2026-01-06,0,0,1,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Server ice machine soiled with mold like substance. Operator cleaned ice machine during the inspection. **Corrected On-Site**",2026-01-06,DUFF'S BUFFET,CLEARWATER,129
6216977,2,2025-10-31,2026-04-08,1,0,0,2,0,0,2,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation**,2026-04-08,THAI 5 LARGO,LARGO,37
6216979,1,2025-09-09,2025-09-09,0,0,0,1,0,0,0,Basic - Accumulation of black/gray mold-like substance on ice dispenser of self serve soda machine,2025-09-09,CHIPOTLE MEXICAN GRILL,PALM HARBOR,248
6216980,2,2025-07-16,2025-09-22,0,0,0,2,0,0,0,Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine.     - From follow-up inspection 2025-09-22:  **Time Extended**,2025-09-22,TIJUANA FLATS BURRITO CO,CLEARWATER,235
6216984,2,2025-09-22,2026-03-20,0,0,2,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior ice chute soiled with black substance.",2026-03-20,BIRCHWOOD INN 4TH FL KITCHEN & 5TH FL BAR,ST. PETERSBURG,56
6216997,4,2025-12-08,2025-12-10,0,0,0,4,4,0,4,"Basic - - From initial inspection : Basic - Accumulation of black/green/pink mold-like substance in the interior of the ice machines.
Accumulation of debris in ice bin behind bar     - From follow-up inspection 2025-12-09:  **Time Extended**     - From follow-up inspection 2025-12-09:  **Time Extended**     - From follow-up inspection 2025-12-10:  **Time Extended**",2025-12-10,STORMRUNNERS TAVERN,GULFPORT,156
6217001,1,2026-03-27,2026-03-27,0,0,1,0,0,1,0,Basic - Ice scoop handle in contact with ice. **Corrected On-Site**,2026-03-27,GREEN MINT ASIAN GRILL,CLEARWATER,49
6217008,1,2025-12-09,2025-12-09,0,2,0,0,0,0,2,"Basic - Waste line passing through ice machine or ice bin.
Water line through ice bin on bar. Operator dumped ice. And moved line. **Corrective Action Taken** **Warning**",2025-12-09,LOCAL BREWING COMPANY,PALM HARBOR,157
6217023,1,2025-11-04,2025-11-04,0,0,1,1,0,0,0,"Basic - Accumulation of black mold-like substance in the interior of the ice machine, as well as some debris in the ice itself.
Operator voluntarily discarded the ice, cleaned and sanitized the machine.  **Corrected On-Site**",2025-11-04,GATEWAY TO INDIA,ST. PETERSBURG,192
6217025,1,2026-01-28,2026-01-28,1,0,0,0,0,0,0,"Basic - Ceiling/ceiling tiles/vents soiled with accumulated food debris, grease, dust, or mold-like substance.
-ceiling in kitchen soiled with dust 
-wall behind ice machine soiled with dust  **Repeat Violation**",2026-01-28,EL MAGUEY MEXICAN RESTAURANT,KENNETH CITY,107
6217048,3,2025-10-03,2026-04-07,5,5,0,2,0,1,2,"Basic - Carbon dioxide/helium tanks not adequately secured.
Observed 18 unsecured co2 tanks stored outside next to the ice machine.",2026-04-07,MARY MARGARET'S OLDE IRISH TAVERN,ST. PETERSBURG,38
6217057,1,2025-09-22,2025-09-22,1,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation**,2025-09-22,PHO BOWL EXPRESS,CLEARWATER,235
6217062,1,2025-12-30,2025-12-30,0,0,2,1,0,1,0,Basic - Accumulation of black  mold-like substance in the interior of the ice machine at the bar area . Manager cleaned and sanitized drop plate  **Corrected On-Site**,2025-12-30,GRANADINO'S ITALIAN RESTAURANT,CLEARWATER,136
6217064,2,2025-09-10,2025-11-24,1,2,1,1,0,2,1,Basic - Ice scoop handle in contact with ice. In front  **Corrected On-Site** **Repeat Violation** **Warning**,2025-11-24,PHO LOVERS,PINELLAS PARK,172
6217067,1,2025-12-17,2025-12-17,0,1,1,1,1,0,0,"Basic - Accumulation of black/pink mold-like substance in the interior of the ice machine.
Operator cleaned and sanitized.  **Corrected On-Site** **Warning**",2025-12-17,JUNGLE PRADA TAVERN,ST. PETERSBURG,149
6217070,1,2025-12-01,2025-12-01,0,0,0,0,0,0,1,Basic - Ice machine bin soiled with brown substance.,2025-12-01,POPEYES LOUISIANA KITCHEN OPERATED BY TICE,LARGO,165
6217076,1,2025-12-11,2025-12-11,0,1,0,0,0,0,0,"Intermediate - No plan review submitted and approved - renovations were made or are in progress. Must submit plans and plan review application to DBPR H and R Plan Review office located at 2601 Blair Stone Rd., Tallahassee, FL 32399-1011. Plans must be submitted AND approved within 60 days. The direct link to the Plan Review page is https://www2.myfloridalicense.com/hotels-restaurants/licensing/plan-review/. 

Plans on file does not reflect establishment.
Room added with Pizza oven, reach-in cooler, service sink, and ice machine.  **Warning**",2025-12-11,M & G CUBAN CAFE,LARGO,155
6217081,1,2025-07-02,2025-07-02,2,0,0,2,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Interior of ice chute in drive thru soiled with black mold like debris, ice chute at self service drink machine in dining room soiled with black mold like debris.  **Repeat Violation**",2025-07-02,TACO BELL,SOUTH PASADENA,317
6217087,4,2025-07-30,2025-10-16,1,11,0,5,0,0,4,"Intermediate - - From initial inspection : Intermediate - No plan review submitted and approved - renovations were made or are in progress. Must submit plans and plan review application to DBPR H and R Plan Review office located at 2601 Blair Stone Rd., Tallahassee, FL 32399-1011. Plans must be submitted AND approved within 60 days. The direct link to the Plan Review page is https://www2.myfloridalicense.com/hotels-restaurants/licensing/plan-review/. 
Observed ice machine where exterior bar previously was in patio area, hand sink also removed in exterior bar and added walk in cooler outside rear door of back kitchen.  **Warning**     - From follow-up inspection 2025-08-08: Time extension is being given to allow the operator to submit updated plans for approval through the plan review process. **Time Extended**     - From follow-up inspection 2025-10-01: Spoke to plan reviewer Rory Shaw and confirmed plans were submitted on 9/28/2025, but has not been assigned to a plan reviewer as of yet.  **Time Extended**     - From follow-up inspection 2025-10-16: Submitted plans reviewed during callback inspection by plan reviewer James Cohee.  **Time Extended**",2025-10-16,NUEVA CANTINA,ST. PETERSBURG,211
6217094,1,2025-10-02,2025-10-02,0,1,0,0,0,0,1,Basic - Accumulation of red mold-like substance in the interior of the ice machine/bin. Located next to mop sink. **Warning**,2025-10-02,CASITA TAQUERIA,ST. PETERSBURG,225
6217096,1,2025-09-17,2025-09-17,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-09-17,AZURA COASTAL KITCHEN,ST.PETE BEACH,240
6217107,1,2025-12-05,2025-12-05,5,7,3,1,0,0,1,"Intermediate - Water with a temperature of least 85 degrees Fahrenheit not provided/shut off at employee handwash sink.

No running hot water at hand wash sink near ice machine in kitchen.

Operator turned water line on. Hot water reading 93f. **Corrected On-Site** **Warning**",2025-12-05,HALONG BAY 2,LARGO,161
6217165,1,2026-04-06,2026-04-06,1,2,2,1,0,0,1,"Intermediate - No paper towels or mechanical hand drying device provided at handwash sink.
No paper towels at handwash sink next to ice machine. Operator added towels. **Corrected On-Site** **Repeat Violation** **Warning**",2026-04-06,SHLOMO SUBS LLC,PALM HARBOR,39
6217179,1,2026-03-26,2026-03-26,0,0,0,0,0,0,0,Basic - Accumulation of debris in the interior of the ice machine at indoor wait station.,2026-03-26,THE BREEZE WATERFRONT CAFE,GULFPORT,50
6217184,2,2025-11-13,2026-01-13,0,3,0,2,0,0,2,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Mold like substance in interior of ice machine in back room. **Warning**     - From follow-up inspection 2026-01-13:  **Time Extended**",2026-01-13,BIG MOMMAS HICKORY SMOKED BBQ,PALM HARBOR,122
6217190,1,2026-01-15,2026-01-15,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Interior of ice machine next to hand wash sink in kitchen with red/black mold-like substance along ceiling of unit.",2026-01-15,RED MESA MERCADO,ST. PETERSBURG,120
6217198,1,2026-02-18,2026-02-18,0,0,1,0,0,0,0,"Basic - Stored food not covered. Bread for breadcrumbs top of ice machine no cover, employee covered  **Corrected On-Site**",2026-02-18,LA DOLCE VITA TRATTORIA CLEARWATER,CLEARWATER,86
6217209,1,2025-10-21,2025-10-21,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-10-21,BIG JIMS FAMOUS STEAKS,LARGO,206
6217218,1,2026-02-03,2026-02-03,0,1,1,0,0,1,0,High Priority - In-use utensil stored in unclean water at or above 135 degrees Fahrenheit. Rice scoop in water at 67 degrees. Employee removed  **Corrected On-Site** **Warning**,2026-02-03,MORI SUSHI,ST. PETERSBURG,101
6217240,1,2026-03-09,2026-03-09,0,0,1,0,0,1,0,Basic - Ice scoop handle in contact with ice.  **Corrected On-Site**,2026-03-09,DOCKS,CLEARWATER,67
6217272,1,2026-03-26,2026-03-26,0,0,1,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine had black mold like substance. Operator cleaned ice machine. **Corrected On-Site**",2026-03-26,PHOEDIN,DUNEDIN,50
6217273,3,2025-09-24,2026-02-24,1,2,0,3,2,0,3,"Intermediate - Equipment drain line draining into handwash sink.
Hand handsink next to ice machine.",2026-02-24,SAUVIGNON,ST. PETERSBURG,80
6217282,2,2025-09-22,2025-09-30,0,2,0,2,0,0,2,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Ice machine interior and ice chute soiled with black mold like substance.  **Warning**     - From follow-up inspection 2025-09-30:  **Time Extended**",2025-09-30,STILLWATERS TAVERN,ST. PETERSBURG,227
6217285,1,2025-09-29,2025-09-29,1,0,1,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Corrected On-Site** **Repeat Violation**,2025-09-29,GRAND HACIENDA,ST. PETE BEACH,228
6217291,1,2025-12-19,2025-12-19,0,0,0,0,0,0,0,Basic - Accumulation of  mold-like substance in the interior of the ice machine drop plate . Per manager cleaning scheduled for this night,2025-12-19,CULVERS OF CLEARWATER,CLEARWATER,147
6217292,1,2025-08-14,2025-08-14,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Interior of ice machine with black/green mold like substance.",2025-08-14,URBAN BREW AND BBQ,ST. PETERSBURG,274
6217304,1,2026-01-21,2026-01-21,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with yellow substance.",2026-01-21,THE WOODEN ROOSTER,ST. PETERSBURG,114
6217309,1,2026-03-18,2026-03-18,0,0,0,1,0,0,1,"Basic - Observed: Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with yellow substance.
Priority: Basic",2026-03-18,CHIKI CHURROS ST-PETE,ST. PETERSBURG,58
6217327,2,2026-04-01,2026-04-02,0,0,0,2,0,0,2,Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.     - From follow-up inspection 2026-04-02:  **Time Extended**,2026-04-02,SEA GUINI,CLEARWATER,43
6217346,2,2025-12-09,2025-12-09,2,2,0,2,0,0,0,Basic - Accumulation of black mold-like substance in the interior of the ice machine. **Repeat Violation** **Warning**,2025-12-09,CRYSTAL BAY HOTEL,ST. PETERSBURG,157
6217347,1,2025-08-26,2025-08-26,0,0,1,0,0,1,0,"Basic - Ice scoop handle in contact with ice.
Front counter ice well, removed **Corrected On-Site**",2025-08-26,CORNER KITCHEN AND COFFEE HOUSE,MADEIRA BEACH,262
6217353,1,2025-08-11,2025-08-11,0,0,0,0,0,0,0,Intermediate - Non-pitting surface rust on food-contact equipment. Interior of ice machine rust on buckles,2025-08-11,GLORY DAYS GRILL,ST. PETERSBURG,277
6217362,1,2026-02-11,2026-02-11,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Observed a mold like substance inside small ice machine in server area at time of inspection,2026-02-11,BENEDICT'S,DUNEDIN,93
6217368,2,2025-10-13,2026-02-23,2,0,0,2,0,1,2,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation**,2026-02-23,MAD BEACH CRAFT BREWING COMPANY,MADEIRA BEACH,81
6217388,2,2025-07-08,2026-02-04,1,0,1,1,0,0,1,High Priority - Toxic substance/chemical improperly stored. Dawn dish soap stored on ice machine. **Corrected On-Site**,2026-02-04,LITTLE ANTHONY'S ITALIAN PIZZERIA,CLEARWATER,100
6217396,1,2026-04-01,2026-04-01,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2026-04-01,SANDBAR - TIKI BAR @ OPAL SANDS RESORT,CLEARWATER,44
6217397,2,2025-09-09,2026-04-01,2,0,1,2,0,0,2,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation**,2026-04-01,BANQUET KITCHEN @ OPAL SANDS RESORT,CLEARWATER,44
6217403,1,2026-03-17,2026-03-17,0,0,1,1,0,1,2,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Interior of ice machine in rear of bar soiled with black mold like debris.,2026-03-17,THE DOG BAR,ST. PETERSBURG,59
6217407,1,2025-09-08,2025-09-08,0,1,1,0,0,1,1,"Basic - Ice scoop handle in contact with ice in bin in bar area.
Operator removed ice scoop from ice. **Corrected On-Site** **Warning**",2025-09-08,HAWKERS ASIAN STREET FARE,ST. PETERSBURG,249
6217408,1,2026-03-24,2026-03-24,0,0,0,1,0,0,0,Basic - Accumulation of black mold-like substance in the interior of the ice machine,2026-03-24,SKYLINE CHILI,CLEARWATER,52
6217412,1,2026-02-04,2026-02-04,0,0,0,0,1,0,0,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime. Ice machine accumulated with pink substance in corner.",2026-02-04,WAFFLE HOUSE #2275,CLEARWATER,100
6217413,1,2025-08-26,2025-08-26,2,0,0,1,0,1,2,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation**,2025-08-26,BUFFET CITY,ST PETERSBURG,262
6217418,1,2025-10-14,2025-10-14,0,2,1,1,1,0,0,"Basic - Dead roaches on premises.
1 dead roach in drain under ice machines in kitchen.
Operator removed and cleaned area.  **Corrected On-Site** **Warning**",2025-10-14,CMX TYRONE SQUARE,ST. PETERSBURG,213
6217434,1,2025-12-16,2025-12-16,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Ice machine interior soiled with black mold like substance.",2025-12-16,FUSION STREET EATERY LLC,DUNEDIN,150
6217441,1,2025-07-09,2025-07-09,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-07-09,SANDCASTLE,CLEARWATER BEACH,310
6217444,1,2025-08-01,2025-08-01,0,1,1,0,0,1,1,"Basic - Ice scoop handle in contact with ice in ice machine bin located in kitchen.
Employee scoop. **Corrected On-Site** **Warning**",2025-08-01,BAVAROS PIZZA NAPOLETANA & PASTARIA ST PETE,ST. PETERSBURG,287
6217448,2,2025-10-22,2025-10-23,0,2,0,2,0,0,2,Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin at front bar blocked **Warning**     - From follow-up inspection 2025-10-23:  **Time Extended**,2025-10-23,CASA 28 MEXICAN GRILL,ST PETERSBURG,204
6217468,3,2025-10-16,2026-03-24,0,3,2,0,0,1,0,"Intermediate - Handwash sink not accessible for employee use at all times.

Hand wash sink at front line blocked by utility cart. Hand wash sink at rear storage area across from inside ice machine blocked with trash can. Both items were relocated and made accessible. **Corrected On-Site**",2026-03-24,ISLAND GRILLE & RAW BAR,TIERRA VERDE,52
6217476,2,2026-03-03,2026-03-11,0,2,0,2,2,0,0,"Intermediate - - From initial inspection : Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime. Can opener blade on prep table next to back walk in beer cooler is accumulated with black substance. Accumulation of pink substance on inside of ice machine to the left of the cookline.  **Warning**     - From follow-up inspection 2026-03-11:  **Time Extended**",2026-03-11,WHISKEY WINGS,LARGO,65
6217482,2,2025-09-25,2026-04-07,3,0,0,2,0,0,2,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation**,2026-04-07,DANSTE HOSPITALITY GROUP LLC,CLEARWATER BEACH,38
6217492,2,2025-11-17,2026-01-12,0,0,1,2,0,0,2,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with yellow substance.     - From follow-up inspection 2026-01-12:  **Time Extended**",2026-01-12,KC BREWBURGERS TAPHOUSE,KENNETH CITY,123
6217501,1,2025-08-14,2025-08-14,0,0,0,1,0,0,0,Basic - No handwashing sign provided at a hand sink used by food employees near ice machine . Reviewed with manager,2025-08-14,BEE'S BOBA,CLEARWATER,274
6217502,1,2025-09-29,2025-09-29,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-09-29,MILLER'S ALE HOUSE INC,SEMINOLE,228
6217511,1,2026-03-25,2026-03-25,0,1,0,0,1,0,1,Basic - Accumulation pink mold-like substance in the interior of the ice machine/bin. **Warning**,2026-03-25,NINE SPICES HOT POT,PINELLAS PARK,51
6217512,2,2025-09-09,2026-01-26,0,0,1,0,0,1,0,"Basic - In-use ice scoop stored on soiled surface between uses.
Ice scoop stored directly on top of ice machine, manager removed and placed in clean container **Corrected On-Site**",2026-01-26,BENEDICTS RESTAURANT,SEMINOLE,109
6217516,1,2025-10-09,2025-10-09,0,0,0,0,0,0,0,Basic - Ceiling/ceiling tile shows damage or is in disrepair. Above ice machine near back door,2025-10-09,NICKEL CITY RESTAURANT & BAR LLC,PINELLAS PARK,218
6217523,1,2026-02-05,2026-02-05,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2026-02-05,SLYCE,MADEIRA BEACH,99
6217525,1,2025-07-02,2025-07-02,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-07-02,APPLEBEE'S NEIGHBORHOOD RESTAURANT,SEMINOLE,317
6217537,1,2026-03-17,2026-03-17,0,1,0,0,0,1,0,Basic - In-use ice scoop stored on soiled surface between uses. **Warning**,2026-03-17,SUPER BUFFET ST PETE,SAINT PETERSBURG,59
6217539,2,2025-08-14,2026-02-11,1,0,0,2,2,1,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine soiled with pink substance.  **Repeat Violation**",2026-02-11,ANNEX 400 BEACH,ST. PETERSBURG,93
6217544,1,2025-07-24,2025-07-24,0,0,0,0,0,0,0,"Basic - Floor soiled/has accumulation of debris.

Floor underneath ice machine silver kegerator at front counter with build up of debris.",2025-07-24,HAWTHORNE BOTTLE SHOPPE,ST. PETERSBURG,295
6217560,2,2025-09-11,2026-02-26,2,0,1,0,0,1,0,"Basic - Bowl or other container with no handle used to dispense food.

Plastic cup used to scoop ice at rear wait station ice machine. Cup was removed. **Corrected On-Site** **Repeat Violation**",2026-02-26,MI CARRETA RESTAURANT & BAKERY,ST. PETERSBURG,78
6217564,1,2025-07-09,2025-07-09,1,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation**,2025-07-09,505 AT THE EDGE / LEVEL 6,CLEARWATER BEACH,310
6217571,1,2025-09-23,2025-09-23,1,0,0,1,1,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with pink and black mold like substance.  **Repeat Violation**",2025-09-23,THE JAMES MUSEUM OF WESTERN AND WILDLIFE ART,ST. PETERSBURG,234
6217580,1,2025-12-08,2025-12-08,0,0,0,0,0,1,0,"Basic - In-use utensil stored in standing water less than 135 degrees Fahrenheit.
Rice scoop.",2025-12-08,UMAI SUSHI,LARGO,158
6217593,1,2026-01-21,2026-01-21,0,0,0,1,0,0,0,Basic - Accumulation of black  mold-like substance in the interior of the ice machine . Reviewed with manager. . Employee cleaning and detailing  interior of ice machine at end of inspection  **Corrective Action Taken**,2026-01-21,CLEAR SKY ON CLEVELAND,CLEARWATER,114
6217596,1,2025-12-16,2025-12-16,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Observed a mold like substance on white plastic shield inside ice machine bin at time of inspection.,2025-12-16,RIZZOLIS,CLEARWATER,150
6217597,1,2025-11-05,2025-11-05,0,0,5,0,1,0,1,"Intermediate - No soap provided at handwash sink 
-in wait station next to ice machine.
-behind bar on right side 
Operator refilled soap.  **Corrected On-Site**",2025-11-05,GRAND HACIENDA MEXICAN CUISINE,ST. PETERSBURG,191
6217611,1,2026-04-01,2026-04-01,0,1,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine has accumulation of black mold like substance. **Warning**",2026-04-01,CLASE AZUL BAR & GRILL,DUNEDIN,44
6217614,1,2025-11-24,2025-11-24,0,0,1,0,0,1,0,Basic - Ice scoop no handle in contact with ice. Cup removed. **Corrected On-Site**,2025-11-24,COCO'S CRUSH BAR AND GRILL,CLEARWATER BEACH,172
6217622,1,2026-02-10,2026-02-10,0,0,1,1,0,0,1,Basic - Accumulation of black mold-like substance in the interior of the ice bin in the back corner area . Manager cleaned and sanitized area  **Corrected On-Site**,2026-02-10,WAFFLE HOUSE #2261,CLEARWATER,94
6217629,1,2025-11-21,2025-11-21,2,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior heavily soiled with black mold like substance.  **Repeat Violation**",2025-11-21,DRIFTWOOD ROASTERY,ST. PETERSBURG,175
6217631,1,2025-09-09,2025-09-09,1,0,0,1,1,0,1,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
Can opener soiled with dried food debris. 
White cutting board on preparation table across from ice machine and reach in deli cooler cutting board on cook line are stained.  **Repeat Violation**",2025-09-09,HYATT PLACE ST PETERSBURG,ST PETERSBURG,248
6217632,1,2026-02-25,2026-02-25,1,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine soiled with black mold like substance.  **Repeat Violation**",2026-02-25,HYATT PLACE ST PETERSBURG 5TH FLOOR PANTRY,ST. PETERSBURG,79
6217633,1,2025-07-30,2025-07-30,0,0,0,1,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Ice machine interior soiled with lime scale and black mold like substance.",2025-07-30,THE FROG POND,SAINT PETERSBURG,289
6217644,2,2025-10-15,2026-03-26,1,0,0,2,1,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Soda dispenser ice chute soiled with black pink substance in dinning room area.  **Repeat Violation**",2026-03-26,FABRICA PIZZA,ST. PETERSBURG,50
6217650,2,2025-09-18,2026-01-26,1,0,0,2,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Downstairs ice bin next to walk in beer cooler.
Upstairs ice bin in server station. **Repeat Violation**",2026-01-26,SEA DOG BREWING COMPANY,TREASURE ISLAND,109
6217651,2,2025-10-27,2026-01-06,0,3,1,0,0,2,0,"Basic - - From initial inspection : Basic - In-use ice scoop stored on soiled surface between uses.
Scoop stored on top of ice machine **Warning**     - From follow-up inspection 2026-01-06:  **Time Extended**",2026-01-06,ROCKHOUSE LIVE IRB LARGO,LARGO,129
6217662,1,2026-04-07,2026-04-07,2,0,2,0,0,0,0,"Basic - Food stored on floor.
Buckets of curry stored on floor next to ice machine area. Items moved off the floor.  **Corrected On-Site** **Repeat Violation**",2026-04-07,MALAI INDIAN CUISINE,ST PETERSBURG,38
6217681,1,2026-02-02,2026-02-02,0,2,0,1,0,1,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Warning**,2026-02-02,QUAN NGON BISTRO,PINELLAS PARK,102
6217684,2,2025-10-15,2026-04-08,2,0,1,2,2,1,3,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with black and pink substance.  **Repeat Violation**",2026-04-08,THE VINOY RESORT AND GOLF CLUB - PAUL'S LANDING,ST. PETERSBURG,37
6217687,4,2025-11-05,2026-03-25,0,0,2,2,0,0,2,"Intermediate - No paper towels or mechanical hand drying device provided at handwash sink.

No paper towels at hand wash sink next to ice machine. Employee provided. **Corrected On-Site**",2026-03-25,MATTEO TRATTORIA AND PIZZERIA,SAINT PETERSBURG,51
